openness,conscientiousness,extraversion,agreeableness,neuroticism,career,category
80.01,95.03,42.64,55.11,24.95,Industrial Engineer,Engineering and Architecture
84.52,91.49,52.44,63.38,26.51,Machine Learning Engineer,Technology and IT
74.21,83.95,42.97,62.22,24.68,Industrial Engineer,Engineering and Architecture
79.67,79.1,45.94,62.27,28.95,Architect,Engineering and Architecture
59.72,87.16,57.06,70.24,26.33,Dentist,Healthcare and Medical
66.86,86.36,76.72,57.86,30.44,Sales Manager,Business Management and Finance
93.16,82.35,38.16,58.59,31.5,Machine Learning Engineer,Technology and IT
58.14,76.7,84.39,98.73,33.2,HR Manager,Business Management and Finance
65.94,92.18,36.84,48.65,32.88,Mechanical Engineer,Engineering and Architecture
71.48,94.44,53.15,77.4,17.91,Dentist,Healthcare and Medical
67.44,91.86,57.5,57.62,12.02,Judge,Law Government and Security
83.62,88.54,42.46,54.42,27.86,AI Engineer,Technology and IT
73.79,95.43,63.77,73.08,27.12,Civil Servant CSS Officer,Law Government and Security
71.33,88.32,76.86,54.82,30.53,Lawyer,Law Government and Security
93.82,80.49,49.77,66.79,41.72,Architect,Engineering and Architecture
78.39,74.63,80.41,89.53,25.69,HR Manager,Business Management and Finance
72.0,93.53,72.62,63.65,28.54,Civil Servant CSS Officer,Law Government and Security
89.27,65.97,45.09,61.74,30.04,Content Writer,Creative Media and Design
75.63,77.09,74.27,93.1,35.2,Teacher,Education and Research
67.33,94.35,29.0,48.86,24.63,Cloud Engineer,Technology and IT
62.75,69.24,78.96,91.48,37.71,Teacher,Education and Research
82.57,66.34,35.35,52.98,35.66,Video Editor,Creative Media and Design
77.25,85.12,67.37,78.27,26.39,Doctor,Healthcare and Medical
86.22,67.46,60.34,55.62,43.52,Photographer,Creative Media and Design
79.98,61.94,50.39,68.42,40.02,Graphic Designer,Creative Media and Design
82.11,69.8,79.0,56.42,25.52,Digital Marketing Specialist,Creative Media and Design
88.79,65.23,89.17,62.97,30.09,Digital Marketing Specialist,Creative Media and Design
59.61,98.04,45.64,58.14,35.12,Civil Engineer,Engineering and Architecture
72.87,91.14,48.91,70.96,21.64,Dentist,Healthcare and Medical
67.35,87.53,27.96,71.68,23.25,Radiologist,Healthcare and Medical
76.64,77.89,79.08,89.73,34.12,Teacher,Education and Research
84.42,97.96,43.18,58.16,25.54,DevOps Engineer,Technology and IT
85.01,77.89,56.52,80.62,38.94,Psychologist,Social and Behavioral Sciences
74.88,77.34,45.6,49.9,44.81,Mobile App Developer,Technology and IT
78.34,81.58,47.25,59.68,33.02,Mobile App Developer,Technology and IT
70.02,93.79,48.18,56.74,19.72,DevOps Engineer,Technology and IT
81.69,66.37,49.81,66.85,37.39,Content Writer,Creative Media and Design
88.99,78.69,59.4,81.16,30.65,Professor,Education and Research
73.28,89.68,42.99,56.04,27.26,Civil Engineer,Engineering and Architecture
81.01,59.53,37.21,60.56,45.69,Animator,Creative Media and Design
79.19,68.37,63.64,88.77,24.88,Social Worker,Social and Behavioral Sciences
72.17,93.38,37.1,60.01,33.96,Electrical Engineer,Engineering and Architecture
59.68,73.67,69.87,82.55,34.81,Nutritionist,Healthcare and Medical
65.64,88.1,55.31,82.46,23.92,Dentist,Healthcare and Medical
55.09,92.21,61.36,63.16,22.6,Police Officer,Law Government and Security
75.71,86.33,80.36,57.14,23.13,Lawyer,Law Government and Security
56.46,100.0,26.32,50.79,19.07,Accountant,Business Management and Finance
71.43,91.86,36.51,47.49,25.14,Cybersecurity Analyst,Technology and IT
64.0,90.45,44.03,74.89,24.61,Pharmacist,Healthcare and Medical
88.22,89.68,38.97,60.82,32.68,Researcher,Education and Research
71.13,83.01,48.02,45.76,30.29,DevOps Engineer,Technology and IT
86.05,69.11,39.5,60.02,40.86,Video Editor,Creative Media and Design
65.48,76.19,58.78,86.81,33.56,Academic Advisor,Education and Research
66.79,97.37,38.95,66.81,28.89,Pharmacist,Healthcare and Medical
89.92,93.7,41.36,44.89,23.51,Machine Learning Engineer,Technology and IT
72.13,88.77,26.29,65.07,37.38,Radiologist,Healthcare and Medical
86.33,75.27,46.4,67.25,41.96,Content Writer,Creative Media and Design
67.27,90.37,38.96,62.52,17.51,Civil Engineer,Engineering and Architecture
65.53,99.61,51.2,64.76,14.37,Pilot,Law Government and Security
95.59,80.76,40.36,50.19,40.42,Software Engineer,Technology and IT
65.4,89.71,40.91,49.55,17.58,Financial Analyst,Business Management and Finance
57.63,82.37,64.98,90.65,29.67,Academic Advisor,Education and Research
70.28,74.81,51.56,54.39,27.41,Business Analyst,Business Management and Finance
68.77,86.1,39.93,45.21,22.38,Financial Analyst,Business Management and Finance
75.12,83.77,43.23,61.87,30.06,Industrial Engineer,Engineering and Architecture
74.84,74.38,45.27,52.0,38.54,Web Developer,Technology and IT
61.97,84.89,64.13,66.16,13.93,Police Officer,Law Government and Security
63.45,95.34,50.97,74.33,17.99,Surgeon,Healthcare and Medical
62.34,92.23,30.76,55.91,24.76,Electrical Engineer,Engineering and Architecture
74.62,68.87,77.05,87.4,38.31,HR Manager,Business Management and Finance
72.59,84.19,46.5,64.64,24.78,Civil Engineer,Engineering and Architecture
88.97,68.79,45.33,72.87,34.86,Content Writer,Creative Media and Design
75.68,89.93,41.4,46.35,22.14,Financial Analyst,Business Management and Finance
90.69,85.94,37.82,66.39,22.62,Environmental Scientist,Environmental Science
70.75,84.87,64.42,91.01,30.27,Nurse,Healthcare and Medical
63.54,92.86,44.76,48.81,30.64,Financial Analyst,Business Management and Finance
85.07,71.25,74.69,63.71,34.84,Digital Marketing Specialist,Creative Media and Design
71.5,90.47,64.63,66.51,28.57,Civil Servant CSS Officer,Law Government and Security
62.8,94.78,30.76,71.19,21.77,Radiologist,Healthcare and Medical
73.18,89.3,53.85,64.09,28.05,Industrial Engineer,Engineering and Architecture
70.6,99.83,43.88,49.41,24.57,Financial Analyst,Business Management and Finance
69.7,93.13,29.89,41.18,31.76,Cybersecurity Analyst,Technology and IT
53.92,85.55,21.3,52.88,26.71,Accountant,Business Management and Finance
95.13,95.15,44.96,61.01,21.84,AI Engineer,Technology and IT
76.26,71.19,33.86,56.33,30.13,Video Editor,Creative Media and Design
88.04,77.47,51.93,73.16,29.01,Architect,Engineering and Architecture
83.74,69.31,57.5,95.88,36.17,Psychologist,Social and Behavioral Sciences
71.34,85.37,50.68,62.38,34.37,Industrial Engineer,Engineering and Architecture
51.95,92.4,64.7,72.25,29.37,Police Officer,Law Government and Security
70.65,82.54,43.3,46.85,29.36,DevOps Engineer,Technology and IT
81.28,84.02,29.28,53.26,23.71,Software Engineer,Technology and IT
78.55,71.98,64.52,99.02,23.34,Social Worker,Social and Behavioral Sciences
67.1,94.52,38.63,51.23,22.02,Chemical Engineer,Engineering and Architecture
89.75,75.52,32.57,61.48,40.7,Researcher,Education and Research
76.83,69.69,28.46,52.71,40.61,Video Editor,Creative Media and Design
61.34,90.44,33.08,41.24,22.3,Database Administrator,Technology and IT
89.97,79.03,71.51,64.88,39.79,Journalist,Creative Media and Design
81.56,85.95,63.93,82.21,28.29,Professor,Education and Research
100.0,61.26,56.59,65.93,42.46,Graphic Designer,Creative Media and Design
62.83,92.15,57.19,71.27,30.5,Dentist,Healthcare and Medical
62.74,81.65,29.24,46.37,21.46,Financial Analyst,Business Management and Finance
91.89,58.7,36.81,63.26,40.99,Graphic Designer,Creative Media and Design
65.09,90.43,34.26,70.9,27.86,Pharmacist,Healthcare and Medical
69.79,95.3,55.85,88.57,27.97,Doctor,Healthcare and Medical
69.05,86.62,75.87,78.47,31.31,HR Manager,Business Management and Finance
64.17,88.36,45.81,47.62,19.39,Financial Analyst,Business Management and Finance
97.55,70.65,35.39,73.78,23.84,Environmental Scientist,Environmental Science
86.45,65.89,56.5,63.22,32.05,UI UX Designer,Creative Media and Design
79.12,78.46,83.54,60.86,35.61,Marketing Manager,Business Management and Finance
93.31,59.36,53.67,70.69,33.48,UI UX Designer,Creative Media and Design
85.33,83.23,40.41,77.25,24.34,Environmental Scientist,Environmental Science
64.86,85.52,41.02,57.89,30.9,Financial Analyst,Business Management and Finance
78.64,78.05,42.26,53.95,27.08,Machine Learning Engineer,Technology and IT
63.78,84.94,53.51,84.89,23.61,Doctor,Healthcare and Medical
90.79,82.22,34.77,66.5,21.7,Researcher,Education and Research
71.01,89.07,40.12,51.18,28.0,Cloud Engineer,Technology and IT
67.45,77.93,80.9,85.2,30.64,Teacher,Education and Research
97.33,83.99,42.65,52.59,26.11,AI Engineer,Technology and IT
62.8,99.47,47.24,65.67,21.85,Civil Engineer,Engineering and Architecture
85.29,91.59,44.95,47.47,23.79,AI Engineer,Technology and IT
66.91,96.11,59.25,59.11,17.17,Judge,Law Government and Security
84.48,77.41,51.76,100.0,35.44,Psychologist,Social and Behavioral Sciences
70.13,98.37,52.13,61.98,30.95,Industrial Engineer,Engineering and Architecture
72.97,88.36,34.73,46.76,28.39,Cybersecurity Analyst,Technology and IT
62.86,84.15,50.61,62.35,27.94,Industrial Engineer,Engineering and Architecture
73.45,66.52,72.55,89.71,31.58,Teacher,Education and Research
78.64,85.42,41.82,53.7,23.14,DevOps Engineer,Technology and IT
67.36,89.47,26.14,54.93,24.77,Chemical Engineer,Engineering and Architecture
78.44,97.85,65.94,66.39,28.17,Civil Servant CSS Officer,Law Government and Security
71.73,73.56,62.25,87.34,33.63,Academic Advisor,Education and Research
66.73,89.68,44.45,60.29,34.96,Civil Engineer,Engineering and Architecture
74.71,69.37,64.26,93.31,29.96,Social Worker,Social and Behavioral Sciences
93.65,75.62,42.49,63.59,32.35,Architect,Engineering and Architecture
69.5,93.45,54.35,70.82,21.19,Civil Engineer,Engineering and Architecture
70.01,81.14,33.01,53.33,36.93,Cloud Engineer,Technology and IT
63.25,90.91,46.75,52.84,28.54,Mechanical Engineer,Engineering and Architecture
62.61,94.6,68.54,95.47,23.78,Doctor,Healthcare and Medical
71.61,94.59,34.87,52.5,21.06,Chemical Engineer,Engineering and Architecture
80.75,69.96,58.94,51.9,35.52,Photographer,Creative Media and Design
89.82,75.01,50.92,58.2,30.55,Architect,Engineering and Architecture
89.22,90.74,39.28,61.1,28.95,AI Engineer,Technology and IT
91.41,74.48,71.92,64.61,37.17,Entrepreneur,Business Management and Finance
74.42,83.68,63.01,75.54,28.99,Nutritionist,Healthcare and Medical
63.27,88.72,59.76,92.02,25.41,Academic Advisor,Education and Research
86.9,71.94,42.28,64.72,30.07,Content Writer,Creative Media and Design
93.4,65.42,47.11,69.12,36.96,Graphic Designer,Creative Media and Design
83.27,70.89,45.48,54.66,38.86,Video Editor,Creative Media and Design
65.37,90.24,65.52,68.56,22.05,Civil Servant CSS Officer,Law Government and Security
90.51,89.99,45.33,54.04,22.17,AI Engineer,Technology and IT
88.4,85.61,35.24,65.32,19.83,Researcher,Education and Research
58.71,83.23,58.07,83.84,28.28,Physiotherapist,Healthcare and Medical
58.91,79.93,62.92,92.74,24.95,Nurse,Healthcare and Medical
65.4,99.97,43.11,66.46,24.39,Surgeon,Healthcare and Medical
73.6,74.17,67.05,98.66,33.28,Social Worker,Social and Behavioral Sciences
74.82,84.85,72.42,63.68,35.6,Project Manager,Business Management and Finance
65.77,87.59,38.28,78.23,21.68,Pharmacist,Healthcare and Medical
76.65,79.91,68.67,83.78,33.95,Lecturer,Education and Research
82.76,60.56,55.2,60.3,33.56,Photographer,Creative Media and Design
86.98,62.84,71.84,72.11,29.38,Journalist,Creative Media and Design
68.41,92.06,70.41,60.87,22.47,Army Officer,Law Government and Security
86.69,55.12,45.98,67.16,44.07,Animator,Creative Media and Design
87.38,73.52,77.03,67.26,30.5,Journalist,Creative Media and Design
84.76,91.97,49.25,55.01,30.86,Software Engineer,Technology and IT
94.43,67.9,80.09,58.76,36.04,Journalist,Creative Media and Design
96.64,71.39,54.36,58.52,31.46,Architect,Engineering and Architecture
91.27,85.17,45.68,55.37,33.33,Machine Learning Engineer,Technology and IT
62.69,64.29,75.87,79.13,32.1,HR Manager,Business Management and Finance
63.63,82.52,34.47,52.19,22.67,Chemical Engineer,Engineering and Architecture
74.16,68.44,61.32,92.65,28.63,Social Worker,Social and Behavioral Sciences
74.91,75.62,61.91,82.75,25.8,Physiotherapist,Healthcare and Medical
67.82,93.33,39.97,52.41,15.61,Chemical Engineer,Engineering and Architecture
85.77,85.9,41.12,56.81,29.12,Machine Learning Engineer,Technology and IT
75.13,79.97,62.9,93.43,29.45,Teacher,Education and Research
81.7,78.84,71.01,81.05,41.96,Lecturer,Education and Research
69.89,94.15,70.77,64.05,29.02,Judge,Law Government and Security
93.9,60.61,49.51,55.33,41.33,Video Editor,Creative Media and Design
88.0,81.92,39.75,61.25,27.98,Environmental Scientist,Environmental Science
64.99,85.93,62.42,64.7,18.07,Army Officer,Law Government and Security
61.84,75.11,67.15,92.65,27.71,Nurse,Healthcare and Medical
51.16,92.58,20.69,49.79,31.7,Accountant,Business Management and Finance
90.45,59.11,42.49,59.66,43.81,Animator,Creative Media and Design
91.46,83.2,38.31,53.4,29.13,AI Engineer,Technology and IT
71.59,81.62,57.34,91.12,33.54,Academic Advisor,Education and Research
64.04,82.96,63.62,89.99,27.31,Physiotherapist,Healthcare and Medical
58.14,91.26,41.43,85.56,22.94,Dentist,Healthcare and Medical
90.74,77.17,35.12,54.19,19.84,AI Engineer,Technology and IT
68.9,94.79,35.43,63.33,28.33,Pharmacist,Healthcare and Medical
90.96,71.96,44.73,67.59,29.59,Content Writer,Creative Media and Design
73.88,95.95,37.63,56.69,30.68,Civil Engineer,Engineering and Architecture
81.15,66.54,53.05,61.25,38.48,Content Writer,Creative Media and Design
89.52,67.75,69.82,61.71,33.13,Photographer,Creative Media and Design
74.46,76.4,75.85,84.86,38.42,HR Manager,Business Management and Finance
84.6,76.84,45.76,68.55,28.23,Architect,Engineering and Architecture
68.98,91.25,41.87,64.46,25.92,Mechanical Engineer,Engineering and Architecture
80.58,86.59,40.88,72.41,23.03,Environmental Scientist,Environmental Science
85.01,87.62,38.24,64.45,25.22,Environmental Scientist,Environmental Science
54.02,91.45,34.88,43.7,11.02,Accountant,Business Management and Finance
55.31,90.48,29.93,57.85,29.87,Database Administrator,Technology and IT
87.91,93.44,42.09,60.18,28.15,Data Scientist,Technology and IT
84.56,77.61,88.39,64.42,29.24,Marketing Manager,Business Management and Finance
55.66,89.88,27.21,64.08,28.82,Medical Laboratory Technologist,Healthcare and Medical
69.45,86.09,70.64,87.42,23.9,Academic Advisor,Education and Research
85.36,82.84,41.39,58.0,33.37,Software Engineer,Technology and IT
52.69,95.58,26.11,43.31,31.49,Database Administrator,Technology and IT
53.34,100.0,26.63,43.0,23.83,Database Administrator,Technology and IT
67.96,83.39,43.3,52.4,32.12,Mechanical Engineer,Engineering and Architecture
72.42,89.72,43.75,60.69,11.26,Pilot,Law Government and Security
99.92,69.46,50.21,65.8,40.8,Animator,Creative Media and Design
83.63,77.14,41.32,55.71,38.08,Video Editor,Creative Media and Design
76.65,76.49,70.25,75.22,26.71,Lecturer,Education and Research
72.24,75.99,79.89,82.15,35.62,HR Manager,Business Management and Finance
65.91,84.14,28.08,45.33,25.05,Mechanical Engineer,Engineering and Architecture
60.27,78.5,66.59,93.51,25.7,Nurse,Healthcare and Medical
78.01,91.88,27.47,51.6,27.9,Chemical Engineer,Engineering and Architecture
65.32,84.55,46.29,46.3,36.49,Web Developer,Technology and IT
96.21,57.98,55.8,54.58,38.13,Graphic Designer,Creative Media and Design
73.75,88.09,34.05,56.98,29.62,Cybersecurity Analyst,Technology and IT
88.11,72.21,42.64,69.92,34.11,Content Writer,Creative Media and Design
80.36,68.69,51.74,66.82,32.45,UI UX Designer,Creative Media and Design
49.72,100.0,30.22,39.96,26.24,Database Administrator,Technology and IT
77.79,85.21,37.91,56.26,35.71,Data Scientist,Technology and IT
86.46,89.16,31.21,61.48,27.53,Researcher,Education and Research
62.73,93.18,51.26,67.75,14.6,Pilot,Law Government and Security
62.99,92.4,54.88,75.82,18.2,Surgeon,Healthcare and Medical
82.6,92.56,67.52,63.24,25.95,Lecturer,Education and Research
75.24,91.91,75.83,67.62,23.48,Project Manager,Business Management and Finance
85.8,65.8,50.96,87.21,39.76,Psychologist,Social and Behavioral Sciences
70.52,87.31,28.08,53.28,22.9,Cybersecurity Analyst,Technology and IT
78.5,79.25,55.38,77.55,32.66,Professor,Education and Research
64.06,88.44,58.18,71.49,16.3,Surgeon,Healthcare and Medical
96.74,83.94,34.51,61.48,33.96,Researcher,Education and Research
71.37,94.78,35.4,55.14,20.67,Cybersecurity Analyst,Technology and IT
66.55,67.02,92.39,75.85,34.37,Sales Manager,Business Management and Finance
75.58,76.47,82.06,86.74,35.09,HR Manager,Business Management and Finance
89.96,54.94,53.62,63.09,36.5,Photographer,Creative Media and Design
71.64,79.06,33.31,54.89,22.4,Cloud Engineer,Technology and IT
93.34,73.12,78.27,59.67,33.5,Entrepreneur,Business Management and Finance
76.65,88.97,58.85,82.09,27.24,Doctor,Healthcare and Medical
63.8,96.41,34.4,60.13,32.6,Civil Engineer,Engineering and Architecture
72.93,74.59,74.91,79.04,27.56,Academic Advisor,Education and Research
84.56,82.38,38.71,70.28,25.97,Environmental Scientist,Environmental Science
57.59,93.96,45.64,71.42,34.82,Dentist,Healthcare and Medical
71.64,79.57,62.39,68.69,24.83,Business Analyst,Business Management and Finance
70.0,78.25,67.98,91.1,33.82,Social Worker,Social and Behavioral Sciences
82.99,89.18,84.39,54.16,26.99,Lawyer,Law Government and Security
91.76,64.21,62.29,65.53,32.37,UI UX Designer,Creative Media and Design
64.42,84.57,33.94,69.14,26.59,Radiologist,Healthcare and Medical
51.93,87.42,75.35,63.09,20.84,Police Officer,Law Government and Security
72.66,90.27,37.73,49.57,26.04,Cloud Engineer,Technology and IT
69.54,86.59,41.86,48.5,22.08,Mechanical Engineer,Engineering and Architecture
75.56,80.07,40.6,57.89,37.77,Mobile App Developer,Technology and IT
96.59,68.79,62.21,68.34,26.8,UI UX Designer,Creative Media and Design
66.62,93.73,35.13,52.13,24.06,Chemical Engineer,Engineering and Architecture
87.46,87.9,42.19,55.55,30.55,AI Engineer,Technology and IT
71.19,87.42,72.01,63.35,25.95,Civil Servant CSS Officer,Law Government and Security
64.04,85.85,38.85,71.94,33.94,Pharmacist,Healthcare and Medical
77.83,88.37,32.86,61.65,24.41,Software Engineer,Technology and IT
67.04,88.64,56.87,87.24,24.05,Doctor,Healthcare and Medical
78.16,75.26,73.11,65.82,31.64,Journalist,Creative Media and Design
